the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Shelter_ID,Corner,On_Street,Cross_Stre,Longitude,Latitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.93799256636609 40.82343471939561),1,Manhattan,110,9,71,30,13,MN01260,SW,ADAM CLAYTON POWELL BLVD,W 148 ST,-73.937.994,40.823.443,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93780156625762 40.823058719785344),1,Manhattan,110,9,71,30,13,MN01261,NE,ADAM CLAYTON POWELL BLVD,W 147 ST,-73.937.803,40.823.067,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.94728956400166 40.81073572245151),1,Manhattan,110,9,70,30,13,MN01262,SW,ADAM CLAYTON POWELL BLVD,W 128 ST,-73.947.291,40.810.744,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9836905551145 40.775580730957444),1,Manhattan,107,6,67,47,12,MN01264,NE,AMSTERDAM AV,W 67 ST,-73.983.692,40.775.589,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00566955117603 40.71672174252572),1,Manhattan,101,1,66,27,10,MN01265,SE,WORTH ST,CHURCH ST,-74.005.671,4.071.673,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94580556557658 40.801778723794676),1,Manhattan,110,9,70,30,13,MN01267,SW,5 AV,W 118 ST,-73.945.807,40.801.787,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9490425637797 40.812865721883746),1,Manhattan,110,9,70,30,13,MN01268,NE,FREDERICK DOUGLASS BLVD,W 129 ST,-73.949.044,40.812.874,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93694956647778 40.82423771945782),1,Manhattan,110,9,71,30,13,MN01269,NE,ADAM CLAYTON POWELL BLVD,W 149 ST,-73.936.951,40.824.246,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.9724945603471 40.75004573511334),1,Manhattan,106,4,73,59,12,MN0127,NW,E 42 ST,2 AV,-73.972.496,40.750.054,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.982016555482 40.77414173070413),1,Manhattan,107,6,67,47,12,MN01270,NE,BROADWAY,W 66 ST,-73.982.018,4.077.415,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9534665641248 40.779295728308696),1,Manhattan,108,5,76,28,12,MN01271,SE,3 AV,E 87 ST,-73.953.468,40.779.304,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94440556419703 40.829820718357425),1,Manhattan,109,7,71,30,13,MN01273,NW,AMSTERDAM AV,W 152 ST,-73.944.407,40.829.829,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9463125640348 40.821066719936475),1,Manhattan,109,9,70,30,13,MN01274,SW,ST NICHOLAS AV,W 141 ST,-73.946.314,40.821.075,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98504555456795 40.76903773189313),1,Manhattan,104,3,67,47,12,MN01275,SW,9 AV,W 59 ST,-73.985.047,40.769.046,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.012578549153 40.7081757443707),1,Manhattan,101,1,61,27,10,MN01276,NE,TRINITY PL,RECTOR ST,-7.401.258,40.708.184,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.981212557971 40.737893738076956),1,Manhattan,106,2,74,59,12,MN01281,SW,E 23 ST,2 AV,-73.981.214,40.737.902,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.99196955564584 40.71239074326972),1,Manhattan,103,1,65,27,10,MN01282,SE,MADISON ST,PIKE ST,-73.991.971,40.712.399,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.99209655648035 40.712547743479746),1,Manhattan,103,1,65,27,10,MN01283,NE,MADISON ST,PIKE ST,-73.992.098,40.712.556,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94908456585871 40.77686072885813),1,Manhattan,108,5,76,28,12,MN01284,NE,E 86 ST,1 AV,-73.949.086,40.776.869,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99725455279795 40.742085737487145),1,Manhattan,104,3,75,47,12,MN01287,SW,7 AV,W 20 ST,-73.997.256,40.742.094,Chelsea-Hudson Yards,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98889655602238 40.72710473985306),1,Manhattan,103,2,66,27,10,MN0129,SW,2 AV,E 6 ST,-73.988.898,40.727.113,East Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9460155654111 40.792020725796704),1,Manhattan,111,8,68,29,13,MN01294,SE,E 106 ST,LEXINGTON AV,-73.946.017,40.792.029,East Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-74.00348655266798 40.70784374440407),1,Manhattan,101,1,65,27,10,MN01295,NE,PEARL ST,BEEKMAN ST,-74.003.488,40.707.852,Financial District-Battery Park City,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.93659856725797 40.820189720231454),1,Manhattan,110,9,71,30,13,MN01296,SW,MALCOLM X BLVD,W 145 ST,-739.366,40.820.198,Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.95687156129107 40.80481272351837),1,Manhattan,110,9,70,30,13,MN01297,SE,MANHATTAN AV,W 116 ST,-73.956.873,40.804.821,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97867256011193 40.72447974078866),1,Manhattan,103,2,74,27,10,MN01298,SW,AV C,E 8 ST,-73.978.674,40.724.488,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.98871555670547 40.71644474190275),1,Manhattan,103,1,65,27,10,MN01299,SE,GRAND ST,ESSEX ST,-73.988.717,40.716.453,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98424655816925 40.71323874244848),1,Manhattan,103,1,65,27,10,MN01300,NW,MADISON ST,GOUVERNEUR ST,-73.984.248,40.713.247,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94018656515992 40.83516071762416),1,Manhattan,112,10,72,31,13,MN01301,SE,AMSTERDAM AV,W 161 ST,-73.940.188,40.835.169,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9353365655429 40.85731171262152),1,Manhattan,112,10,71,31,13,MN01302,NE,FT WASHINGTON AV,W 190 ST,-73.935.338,4.085.732,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94150056533735 40.81798972104698),1,Manhattan,110,9,70,30,13,MN01303,NE,ADAM CLAYTON POWELL BLVD,W 139 ST,-73.941.502,40.817.998,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94080856563168 40.819580720138184),1,Manhattan,110,9,70,30,13,MN01304,SW,ADAM CLAYTON POWELL BLVD,W 142 ST,-7.394.081,40.819.589,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97200456046781 40.74959573505204),1,Manhattan,106,4,74,59,12,MN01305,SE,E 42 ST,2 AV,-73.972.006,40.749.604,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94905356554186 40.78859672654279),1,Manhattan,111,8,68,29,13,MN01308,NW,LEXINGTON AV,E 100 ST,-73.949.055,40.788.605,East Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94516656472673 40.80794772250203),1,Manhattan,110,9,70,30,13,MN01309,NE,MALCOLM X BLVD,W 125 ST,-73.945.168,40.807.956,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94824456306945 40.82911471876866),1,Manhattan,109,7,71,30,13,MN01310,NE,BROADWAY,W 149 ST,-73.948.246,40.829.123,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9974495517533 40.75668273513927),1,Manhattan,104,3,75,47,12,MN01311,NE,10 AV,W 37 ST,-73.997.451,40.756.691,Chelsea-Hudson Yards,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91762457079876 40.868982710392075),1,Manhattan,112,10,72,31,13,MN01313,SW,BROADWAY,W 213 ST,-73.917.626,40.868.991,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93861156861684 40.788190726526416),1,Manhattan,111,8,68,29,13,MN01315,NE,E 105 ST,FDR DR,-73.938.613,40.788.199,East Harlem (South),AE,,2
POINT (-73.94548556308476 40.83250571775598),1,Manhattan,109,7,71,30,13,MN01316,SE,W 155 ST,BROADWAY,-73.945.487,40.832.514,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93550556847983 40.80344872318893),1,Manhattan,111,8,68,30,13,MN01317,SE,E 125 ST,3 AV,-73.935.507,40.803.457,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.93637256778193 40.81208172192425),1,Manhattan,111,9,70,30,13,MN01319,SW,E 135 ST,MADISON AV,-73.936.374,4.081.209,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.97617255888868 40.74500273593603),1,Manhattan,106,2,73,59,12,MN0132,NW,E 34 ST,2 AV,-73.976.174,40.745.011,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.91302057110548 40.87219170876158),1,Manhattan,112,10,72,31,13,MN01320,SW,BROADWAY,W 220 ST,-73.913.022,408.722,Inwood Hill Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93667956786379 40.81246172174064),1,Manhattan,111,9,70,30,13,MN01321,NW,E 135 ST,MADISON AV,-73.936.681,4.081.247,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.94906556514135 40.78495572731024),1,Manhattan,108,5,68,28,12,MN01322,SE,E 96 ST,3 AV,-73.949.067,40.784.964,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.9670855589005 40.803971724453405),1,Manhattan,107,7,69,30,12,MN01323,SW,BROADWAY,W 110 ST,-73.967.087,4.080.398,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93932756674354 40.816460720537634),1,Manhattan,110,9,70,30,13,MN01325,SW,MALCOLM X BLVD,W 139 ST,-73.939.329,40.816.469,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95777256197863 40.80387172441998),1,Manhattan,110,9,70,30,13,MN01327,NW,MANHATTAN AV,W 114 ST,-73.957.774,4.080.388,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95428756337436 40.786884727615046),1,Manhattan,108,4,68,28,12,MN01328,SE,MADISON AV,E 95 ST,-73.954.289,40.786.893,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94591556485118 40.807486723159904),1,Manhattan,110,9,70,30,13,MN01329,SW,MALCOLM X BLVD,W 125 ST,-73.945.917,40.807.495,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94418856562903 40.80928472250236),1,Manhattan,110,9,70,30,13,MN01330,NE,MALCOLM X BLVD,W 127 ST,-7.394.419,40.809.293,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94022456592596 40.815224721025935),1,Manhattan,110,9,70,30,13,MN01331,SW,MALCOLM X BLVD,W 137 ST,-73.940.226,40.815.233,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94132656596697 40.813715721372446),1,Manhattan,110,9,70,30,13,MN01332,SW,MALCOLM X BLVD,W 135 ST,-73.941.328,40.813.724,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95652256200695 40.80528672382063),1,Manhattan,110,9,70,30,13,MN01333,NE,MANHATTAN AV,W 116 ST,-73.956.524,40.805.295,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97781055763556 40.76324273275795),1,Manhattan,105,4,75,28,12,MN01335,NE,6 AV,W 55 ST,-73.977.812,40.763.251,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95070956505397 40.771599730339034),1,Manhattan,108,5,76,28,12,MN01336,NW,E 79 ST,YORK AV,-73.950.711,40.771.608,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98849755328825 40.77455073081146),1,Manhattan,107,6,67,47,12,MN01337,SW,WEST END AV,W 64 ST,-73.988.499,40.774.559,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94029856747179 40.78890972627911),1,Manhattan,111,8,68,29,13,MN01338,NE,E 105 ST,1 AV,-739.403,40.788.918,East Harlem (South),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-74.00245155185493 40.728024740633295),1,Manhattan,102,3,66,27,10,MN01340,SE,W HOUSTON ST,6 AV,-74.002.453,40.728.033,SoHo-Little Italy-Hudson Square,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98883555598961 40.7218087412795),1,Manhattan,103,1,65,27,10,MN01342,NE,ALLEN ST,STANTON ST,-73.988.837,40.721.817,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96173155975625 40.805679723791144),1,Manhattan,109,7,69,30,13,MN01343,NE,AMSTERDAM AV,W 114 ST,-73.961.733,40.805.688,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.0114205490937 40.71882674225999),1,Manhattan,101,1,66,27,10,MN01344,SE,HARRISON ST,WEST ST,-74.011.422,40.718.835,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.94544556511207 40.813240721649436),1,Manhattan,110,9,70,30,13,MN01345,SW,ADAM CLAYTON POWELL BLVD,W 132 ST,-73.945.447,40.813.249,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94041856825365 40.789881725985076),1,Manhattan,111,8,68,29,13,MN01347,NW,E 106 ST,1 AV,-7.394.042,4.078.989,East Harlem (South),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.98822655343105 40.76885173175242),1,Manhattan,104,3,67,47,12,MN01348,SE,W 57 ST,10 AV,-73.988.228,4.076.886,Hell's Kitchen,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94156356567319 40.82310472006244),1,Manhattan,110,9,71,30,13,MN01349,NE,FREDERICK DOUGLASS BLVD,W 145 ST,-73.941.565,40.823.113,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98122955762715 40.73763673779566),1,Manhattan,106,2,74,59,12,MN0135,SW,2 AV,E 23 ST,-73.981.231,40.737.645,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94624956443727 40.816701721585325),1,Manhattan,110,9,70,30,13,MN01350,NE,FREDERICK DOUGLASS BLVD,W 135 ST,-73.946.251,4.081.671,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9714955601942 40.74360273617163),1,Manhattan,106,4,74,59,12,MN01351,SE,FDR DR SRV RD,E 35 ST,-73.971.497,40.743.611,Murray Hill-Kips Bay,AE,,1
POINT (-73.95550356077376 40.81984172113882),1,Manhattan,109,7,70,30,13,MN01353,SW,BROADWAY,W 135 ST,-73.955.505,4.081.985,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.95396456156703 40.82194672032555),1,Manhattan,109,7,70,30,13,MN01354,SW,BROADWAY,W 138 ST,-73.953.966,40.821.955,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94264756565448 40.81706872073461),1,Manhattan,110,9,70,30,13,MN01355,SW,ADAM CLAYTON POWELL BLVD,W 138 ST,-73.942.649,40.817.077,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97954755887275 40.72328474093159),1,Manhattan,103,2,74,27,10,MN01356,SW,AV C,E 6 ST,-73.979.549,40.723.293,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.98685455415884 40.77894272954365),1,Manhattan,107,6,67,47,12,MN01358,SE,W 70 ST,FREEDOM PL,-73.986.856,40.778.951,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95463156153059 40.8203867210327),1,Manhattan,109,7,70,30,13,MN01359,NE,BROADWAY,W 135 ST,-73.954.633,40.820.395,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9825695579591 40.73579573799152),1,Manhattan,106,2,74,59,12,MN0136,SW,2 AV,E 20 ST,-73.982.571,40.735.804,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95469856140257 40.819815721022415),1,Manhattan,109,7,70,30,13,MN01360,SE,W 135 ST,BROADWAY,-739.547,40.819.824,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98905855649596 40.72247174117096),1,Manhattan,103,1,65,27,10,MN01361,SW,ALLEN ST,E HOUSTON ST,-7.398.906,4.072.248,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97386056120115 40.73077773882671),1,Manhattan,106,4,74,59,12,MN01364,SE,AV C,FDR DR,-73.973.862,40.730.786,Stuyvesant Town-Peter Cooper Village,AE,,1
POINT (-73.95237656371401 40.789465726987956),1,Manhattan,111,8,68,29,13,MN01365,NE,MADISON AV,E 99 ST,-73.952.378,40.789.474,East Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99744755381191 40.71335874316481),1,Manhattan,103,1,65,27,10,MN01366,SW,EAST BROADWAY,CATHERINE ST,-73.997.449,40.713.367,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95525856458954 40.77351973018301),1,Manhattan,108,5,76,28,12,MN01368,NW,E 79 ST,2 AV,-7.395.526,40.773.528,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93058856684783 40.84831971435945),1,Manhattan,112,10,72,31,13,MN01369,NE,AMSTERDAM AV,W 181 ST,-7.393.059,40.848.328,Highbridge Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98522655724344 40.732138739416335),1,Manhattan,103,2,66,27,10,MN0137,SW,2 AV,E 14 ST,-73.985.228,40.732.147,East Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9867065572797 40.725442740115405),1,Manhattan,103,2,74,27,10,MN01370,NE,1 AV,E 4 ST,-73.986.708,40.725.451,East Village,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95661156158843 40.81312872211429),1,Manhattan,109,7,69,30,13,MN01371,SW,AMSTERDAM AV,W 125 ST,-73.956.613,40.813.137,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95750056095054 40.8114137225738),1,Manhattan,109,7,69,30,13,MN01372,NE,AMSTERDAM AV,W 123 ST,-73.957.502,40.811.422,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95662456421263 40.76671773167762),1,Manhattan,108,5,76,28,12,MN01373,NE,1 AV,E 70 ST,-73.956.626,40.766.726,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00745055053041 40.727992740429244),1,Manhattan,102,3,66,27,10,MN01374,SW,KING ST,HUDSON ST,-74.007.452,40.728.001,SoHo-Little Italy-Hudson Square,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.93916056724515 40.80213472359504),1,Manhattan,111,9,68,30,13,MN01375,SW,LEXINGTON AV,E 122 ST,-73.939.162,40.802.143,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.96032756317317 40.76951573081167),1,Manhattan,108,4,76,28,12,MN01376,SE,E 72 ST,3 AV,-73.960.329,40.769.524,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00626655088533 40.71684674290406),1,Manhattan,101,1,66,27,10,MN01377,SE,CHURCH ST,WORTH ST,-74.006.268,40.716.855,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98728355778321 40.71294974251555),1,Manhattan,103,1,65,27,10,MN01378,NW,MADISON ST,CLINTON ST,-73.987.285,40.712.958,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98460355723499 40.732076738856875),1,Manhattan,103,2,66,27,12,MN0138,SE,E 14 ST,2 AV,-73.984.605,40.732.085,East Village,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98760355665246 40.72887273973764),1,Manhattan,103,2,66,27,10,MN0139,SW,2 AV,E 9 ST,-73.987.605,40.728.881,East Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01393254861644 40.71740574281694),1,Manhattan,101,1,61,27,10,MN01396,SE,NORTH END AV,CHAMBERS ST,-74.013.934,40.717.414,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.98756255578506 40.73300173918005),1,Manhattan,103,2,66,27,10,MN0140,SW,3 AV,E 14 ST,-73.987.564,4.073.301,East Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94210856387133 40.84232971583784),1,Manhattan,112,10,71,31,13,MN01408,NE,FT WASHINGTON AV,W 168 ST,-7.394.211,40.842.338,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94076656560703 40.830746718118135),1,Manhattan,112,7,71,31,13,MN01426,NW,W 155 ST,EDGECOMBE AV,-73.940.768,40.830.755,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94047756525143 40.83082971831237),1,Manhattan,112,7,71,31,13,MN01428,NW,EDGECOMBE AV,W 155 ST,-73.940.479,40.830.838,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96791755788553 40.802795724847705),1,Manhattan,107,6,69,30,12,MN01429,SW,BROADWAY,W 108 ST,-73.967.919,40.802.804,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95590756147476 40.81364672186834),1,Manhattan,109,7,70,30,13,MN01430,NE,AMSTERDAM AV,W 125 ST,-73.955.909,40.813.655,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94781456602075 40.77110372981978),1,Manhattan,108,5,76,28,12,MN01434,SW,E 80 ST,EAST END AV,-73.947.816,40.771.112,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94781456591421 40.7748117295867),1,Manhattan,108,5,76,28,12,MN01436,NE,YORK AV,E 84 ST,-73.947.816,4.077.482,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99268155565804 40.71271874319448),1,Manhattan,103,1,65,27,10,MN01447,NW,PIKE ST,MADISON ST,-73.992.683,40.712.727,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94929356454669 40.8022857240262),1,Manhattan,110,9,70,30,13,MN01477,NE,MALCOLM X BLVD,W 116 ST,-73.949.295,40.802.294,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93597256759863 40.825553719438155),1,Manhattan,110,9,71,30,13,MN01478,NE,ADAM CLAYTON POWELL BLVD,W 151 ST,-73.935.974,40.825.562,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.98086155697557 40.7590837334078),1,Manhattan,105,4,75,28,12,MN01481,SE,6 AV,W 49 ST,-73.980.863,40.759.092,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96987656147223 40.74804573503392),1,Manhattan,106,4,74,59,12,MN01483,NE,E 41 ST,1 AV,-73.969.878,40.748.054,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91811657094367 40.8640037104972),1,Manhattan,112,10,72,31,13,MN01484,SE,W 207 ST,10 AV,-73.918.118,40.864.012,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91815357035502 40.86402371051364),1,Manhattan,112,10,72,31,13,MN01485,SE,W 207 ST,10 AV,-73.918.155,40.864.032,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91859757051604 40.86443171056211),1,Manhattan,112,10,72,31,13,MN01486,NE,W 207 ST,10 AV,-73.918.599,4.086.444,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.91863457015963 40.864455711298746),1,Manhattan,112,10,72,31,13,MN01487,NE,W 207 ST,10 AV,-73.918.636,40.864.464,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.93927456702426 40.81065772248245),1,Manhattan,110,9,70,30,13,MN01488,SW,5 AV,W 132 ST,-73.939.276,40.810.666,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9866955561553 40.733672738726874),1,Manhattan,106,2,74,59,10,MN01492,NE,3 AV,E 14 ST,-73.986.697,40.733.681,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98973255492498 40.733809738572184),1,Manhattan,103,2,66,27,10,MN01493,NE,4 AV,E 13 ST,-73.989.734,40.733.818,East Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.943716563452 40.838814716475845),1,Manhattan,112,7,71,31,13,MN01494,SW,FT Washington Av,W 164 ST,-73.943.718,40.838.823,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98408755648286 40.74928873584478),1,Manhattan,105,4,75,28,12,MN01495,NW,5 Av,W 35 St,-73.984.089,40.749.297,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98268755613859 40.751209735462425),1,Manhattan,105,4,75,28,12,MN01498,NW,5 Av,W 38 St,-73.982.689,40.751.218,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9824755563488 40.75142473518752),1,Manhattan,105,4,75,28,12,MN01499,SW,5 Av,W 39 St,-73.982.477,40.751.433,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98005655808284 40.74282273652626),1,Manhattan,106,2,74,59,12,MN0150,NE,3 AV,E 29 ST,-73.980.058,40.742.831,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98231955666581 40.75171473544459),1,Manhattan,105,4,75,28,12,MN01500,NW,5 Av,W 39 St,-73.982.321,40.751.723,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98024955768553 40.7545547342053),1,Manhattan,105,4,75,28,12,MN01503,SW,5 Av,W 44 St,-73.980.251,40.754.563,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97811755829606 40.75746573361661),1,Manhattan,105,4,75,28,12,MN01504,NW,5 Av,W 48 St,-73.978.119,40.757.474,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
